Record Date,State Name,Interest Rate Percent,Outstanding Advance Balance,Advance Authorization Current Month,Gross Advance Draws Current Month,Interest Accrued Fiscal Year to Date,Interest Paid Amount,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2020-03-11","South Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","12","2020","2","2020","1","03","11"
"2020-03-11","North Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","9","2020","2","2020","1","03","11"
"2020-03-11","Arizona","2.40870090","0.00","0.00","0.00","0.00","0.00","1","2020","2","2020","1","03","11"
"2020-03-11","Rhode Island","2.40870090","0.00","0.00","0.00","0.00","0.00","11","2020","2","2020","1","03","11"
"2020-03-11","Arkansas","2.40870090","0.00","0.00","0.00","0.00","0.00","2","2020","2","2020","1","03","11"
"2020-03-11","Ohio","2.40870090","0.00","0.00","0.00","0.00","0.00","10","2020","2","2020","1","03","11"
"2020-03-11","Delaware","2.40870090","0.00","0.00","0.00","0.00","0.00","5","2020","2","2020","1","03","11"
"2020-03-11","Virgin Islands","2.40870090","63216840.30","0.00","0.00","663163.10","0.00","13","2020","2","2020","1","03","11"
"2020-03-11","Kentucky","2.40870090","0.00","0.00","0.00","0.00","0.00","7","2020","2","2020","1","03","11"
"2020-03-11","Indiana","2.40870090","0.00","0.00","0.00","0.00","0.00","6","2020","2","2020","1","03","11"
"2020-03-10","Delaware","2.40870090","0.00","0.00","0.00","0.00","0.00","5","2020","2","2020","1","03","10"
"2020-03-10","Rhode Island","2.40870090","0.00","0.00","0.00","0.00","0.00","11","2020","2","2020","1","03","10"
"2020-03-10","Ohio","2.40870090","0.00","0.00","0.00","0.00","0.00","10","2020","2","2020","1","03","10"
"2020-03-10","Indiana","2.40870090","0.00","0.00","0.00","0.00","0.00","6","2020","2","2020","1","03","10"
"2020-03-10","Virgin Islands","2.40870090","63216840.30","0.00","0.00","659002.68","0.00","13","2020","2","2020","1","03","10"
"2020-03-10","North Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","9","2020","2","2020","1","03","10"
"2020-03-10","Arizona","2.40870090","0.00","0.00","0.00","0.00","0.00","1","2020","2","2020","1","03","10"
"2020-03-10","Arkansas","2.40870090","0.00","0.00","0.00","0.00","0.00","2","2020","2","2020","1","03","10"
"2020-03-10","New York","2.40870090","0.00","0.00","0.00","0.00","0.00","8","2020","2","2020","1","03","10"
"2020-03-10","South Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","12","2020","2","2020","1","03","10"
"2020-03-10","California","2.40870090","0.00","0.00","0.00","0.00","0.00","3","2020","2","2020","1","03","10"
"2020-03-10","Connecticut","2.40870090","0.00","0.00","0.00","0.00","0.00","4","2020","2","2020","1","03","10"
"2020-03-10","Kentucky","2.40870090","0.00","0.00","0.00","0.00","0.00","7","2020","2","2020","1","03","10"
"2020-03-09","Rhode Island","2.40870090","0.00","0.00","0.00","0.00","0.00","11","2020","2","2020","1","03","09"
"2020-03-09","South Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","12","2020","2","2020","1","03","09"
"2020-03-09","North Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","9","2020","2","2020","1","03","09"
"2020-03-09","Ohio","2.40870090","0.00","0.00","0.00","0.00","0.00","10","2020","2","2020","1","03","09"
"2020-03-09","Connecticut","2.40870090","0.00","0.00","0.00","0.00","0.00","4","2020","2","2020","1","03","09"
"2020-03-09","Arkansas","2.40870090","0.00","0.00","0.00","0.00","0.00","2","2020","2","2020","1","03","09"
"2020-03-09","California","2.40870090","0.00","0.00","0.00","0.00","0.00","3","2020","2","2020","1","03","09"
"2020-03-09","Delaware","2.40870090","0.00","0.00","0.00","0.00","0.00","5","2020","2","2020","1","03","09"
"2020-03-09","Kentucky","2.40870090","0.00","0.00","0.00","0.00","0.00","7","2020","2","2020","1","03","09"
"2020-03-09","Indiana","2.40870090","0.00","0.00","0.00","0.00","0.00","6","2020","2","2020","1","03","09"
"2020-03-09","Arizona","2.40870090","0.00","0.00","0.00","0.00","0.00","1","2020","2","2020","1","03","09"
"2020-03-09","New York","2.40870090","0.00","0.00","0.00","0.00","0.00","8","2020","2","2020","1","03","09"
"2020-03-09","Virgin Islands","2.40870090","63216840.30","0.00","0.00","654842.30","0.00","13","2020","2","2020","1","03","09"
"2020-03-06","Virgin Islands","2.40870090","63216840.30","0.00","0.00","642361.14","0.00","13","2020","2","2020","1","03","06"
"2020-03-06","Ohio","2.40870090","0.00","0.00","0.00","0.00","0.00","10","2020","2","2020","1","03","06"
"2020-03-06","California","2.40870090","0.00","0.00","0.00","0.00","0.00","3","2020","2","2020","1","03","06"
"2020-03-06","Kentucky","2.40870090","0.00","0.00","0.00","0.00","0.00","7","2020","2","2020","1","03","06"
"2020-03-06","New York","2.40870090","0.00","0.00","0.00","0.00","0.00","8","2020","2","2020","1","03","06"
"2020-03-06","Arkansas","2.40870090","0.00","0.00","0.00","0.00","0.00","2","2020","2","2020","1","03","06"
"2020-03-06","Connecticut","2.40870090","0.00","0.00","0.00","0.00","0.00","4","2020","2","2020","1","03","06"
"2020-03-06","Delaware","2.40870090","0.00","0.00","0.00","0.00","0.00","5","2020","2","2020","1","03","06"
"2020-03-06","Indiana","2.40870090","0.00","0.00","0.00","0.00","0.00","6","2020","2","2020","1","03","06"
"2020-03-06","Arizona","2.40870090","0.00","0.00","0.00","0.00","0.00","1","2020","2","2020","1","03","06"
"2020-03-06","North Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","9","2020","2","2020","1","03","06"
"2020-03-06","South Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","12","2020","2","2020","1","03","06"
"2020-03-06","Rhode Island","2.40870090","0.00","0.00","0.00","0.00","0.00","11","2020","2","2020","1","03","06"
"2020-03-05","Arizona","2.40870090","0.00","0.00","0.00","0.00","0.00","1","2020","2","2020","1","03","05"
"2020-03-05","North Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","9","2020","2","2020","1","03","05"
"2020-03-05","Indiana","2.40870090","0.00","0.00","0.00","0.00","0.00","6","2020","2","2020","1","03","05"
"2020-03-05","Kentucky","2.40870090","0.00","0.00","0.00","0.00","0.00","7","2020","2","2020","1","03","05"
"2020-03-05","Rhode Island","2.40870090","0.00","0.00","0.00","0.00","0.00","11","2020","2","2020","1","03","05"
"2020-03-05","Delaware","2.40870090","0.00","0.00","0.00","0.00","0.00","5","2020","2","2020","1","03","05"
"2020-03-05","Ohio","2.40870090","0.00","0.00","0.00","0.00","0.00","10","2020","2","2020","1","03","05"
"2020-03-05","Arkansas","2.40870090","0.00","0.00","0.00","0.00","0.00","2","2020","2","2020","1","03","05"
"2020-03-05","Virgin Islands","2.40870090","63216840.30","0.00","0.00","638200.75","0.00","13","2020","2","2020","1","03","05"
"2020-03-05","Connecticut","2.40870090","0.00","0.00","0.00","0.00","0.00","4","2020","2","2020","1","03","05"
"2020-03-05","South Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","12","2020","2","2020","1","03","05"
"2020-03-05","California","2.40870090","0.00","0.00","0.00","0.00","0.00","3","2020","2","2020","1","03","05"
"2020-03-05","New York","2.40870090","0.00","0.00","0.00","0.00","0.00","8","2020","2","2020","1","03","05"
"2020-03-04","Kentucky","2.40870090","0.00","0.00","0.00","0.00","0.00","7","2020","2","2020","1","03","04"
"2020-03-04","California","2.40870090","0.00","0.00","0.00","0.00","0.00","3","2020","2","2020","1","03","04"
"2020-03-04","New York","2.40870090","0.00","0.00","0.00","0.00","0.00","8","2020","2","2020","1","03","04"
"2020-03-04","Rhode Island","2.40870090","0.00","0.00","0.00","0.00","0.00","11","2020","2","2020","1","03","04"
"2020-03-04","Arizona","2.40870090","0.00","0.00","0.00","0.00","0.00","1","2020","2","2020","1","03","04"
"2020-03-04","Delaware","2.40870090","0.00","0.00","0.00","0.00","0.00","5","2020","2","2020","1","03","04"
"2020-03-04","North Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","9","2020","2","2020","1","03","04"
"2020-03-04","South Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","12","2020","2","2020","1","03","04"
"2020-03-04","Arkansas","2.40870090","0.00","0.00","0.00","0.00","0.00","2","2020","2","2020","1","03","04"
"2020-03-04","Virgin Islands","2.40870090","63216840.30","0.00","0.00","634040.30","0.00","13","2020","2","2020","1","03","04"
"2020-03-04","Connecticut","2.40870090","0.00","0.00","0.00","0.00","0.00","4","2020","2","2020","1","03","04"
"2020-03-04","Ohio","2.40870090","0.00","0.00","0.00","0.00","0.00","10","2020","2","2020","1","03","04"
"2020-03-04","Indiana","2.40870090","0.00","0.00","0.00","0.00","0.00","6","2020","2","2020","1","03","04"
"2020-03-03","New York","2.40870090","0.00","0.00","0.00","0.00","0.00","8","2020","2","2020","1","03","03"
"2020-03-03","Ohio","2.40870090","0.00","0.00","0.00","0.00","0.00","10","2020","2","2020","1","03","03"
"2020-03-03","Virgin Islands","2.40870090","63216840.30","0.00","0.00","629879.92","0.00","13","2020","2","2020","1","03","03"
"2020-03-03","South Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","12","2020","2","2020","1","03","03"
"2020-03-03","Indiana","2.40870090","0.00","0.00","0.00","0.00","0.00","6","2020","2","2020","1","03","03"
"2020-03-03","California","2.40870090","0.00","0.00","0.00","0.00","0.00","3","2020","2","2020","1","03","03"
"2020-03-03","Arkansas","2.40870090","0.00","0.00","0.00","0.00","0.00","2","2020","2","2020","1","03","03"
"2020-03-03","Arizona","2.40870090","0.00","0.00","0.00","0.00","0.00","1","2020","2","2020","1","03","03"
"2020-03-03","Delaware","2.40870090","0.00","0.00","0.00","0.00","0.00","5","2020","2","2020","1","03","03"
"2020-03-03","Kentucky","2.40870090","0.00","0.00","0.00","0.00","0.00","7","2020","2","2020","1","03","03"
"2020-03-03","Connecticut","2.40870090","0.00","0.00","0.00","0.00","0.00","4","2020","2","2020","1","03","03"
"2020-03-03","Rhode Island","2.40870090","0.00","0.00","0.00","0.00","0.00","11","2020","2","2020","1","03","03"
"2020-03-03","North Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","9","2020","2","2020","1","03","03"
"2020-03-02","Indiana","2.40870090","0.00","0.00","0.00","0.00","0.00","6","2020","2","2020","1","03","02"
"2020-03-02","South Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","12","2020","2","2020","1","03","02"
"2020-03-02","Arizona","2.40870090","0.00","0.00","0.00","0.00","0.00","1","2020","2","2020","1","03","02"
"2020-03-02","Arkansas","2.40870090","0.00","0.00","0.00","0.00","0.00","2","2020","2","2020","1","03","02"
"2020-03-02","California","2.40870090","0.00","0.00","0.00","0.00","0.00","3","2020","2","2020","1","03","02"
"2020-03-02","Rhode Island","2.40870090","0.00","0.00","0.00","0.00","0.00","11","2020","2","2020","1","03","02"
"2020-03-02","Kentucky","2.40870090","0.00","0.00","0.00","0.00","0.00","7","2020","2","2020","1","03","02"
"2020-03-02","New York","2.40870090","0.00","0.00","0.00","0.00","0.00","8","2020","2","2020","1","03","02"
"2020-03-02","Ohio","2.40870090","0.00","0.00","0.00","0.00","0.00","10","2020","2","2020","1","03","02"
"2020-03-02","Connecticut","2.40870090","0.00","0.00","0.00","0.00","0.00","4","2020","2","2020","1","03","02"
"2020-03-02","Virgin Islands","2.40870090","63216840.30","0.00","0.00","625719.59","0.00","13","2020","2","2020","1","03","02"
"2020-03-02","Delaware","2.40870090","0.00","0.00","0.00","0.00","0.00","5","2020","2","2020","1","03","02"
"2020-03-02","North Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","9","2020","2","2020","1","03","02"
"2020-02-28","Arizona","2.40870090","0.00","0.00","0.00","0.00","0.00","1","2020","2","2020","1","02","28"
"2020-02-28","Kentucky","2.40870090","0.00","0.00","0.00","0.00","0.00","7","2020","2","2020","1","02","28"
"2020-02-28","Ohio","2.40870090","0.00","0.00","0.00","0.00","0.00","10","2020","2","2020","1","02","28"
"2020-02-28","Virgin Islands","2.40870090","63216840.30","0.00","0.00","613238.33","0.00","13","2020","2","2020","1","02","28"
"2020-02-28","Indiana","2.40870090","0.00","0.00","0.00","0.00","0.00","6","2020","2","2020","1","02","28"
"2020-02-28","New York","2.40870090","0.00","0.00","0.00","0.00","0.00","8","2020","2","2020","1","02","28"
"2020-02-28","Connecticut","2.40870090","0.00","0.00","0.00","0.00","0.00","4","2020","2","2020","1","02","28"
"2020-02-28","Arkansas","2.40870090","0.00","0.00","0.00","0.00","0.00","2","2020","2","2020","1","02","28"
"2020-02-28","North Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","9","2020","2","2020","1","02","28"
"2020-02-28","Rhode Island","2.40870090","0.00","0.00","0.00","0.00","0.00","11","2020","2","2020","1","02","28"
"2020-02-28","Delaware","2.40870090","0.00","0.00","0.00","0.00","0.00","5","2020","2","2020","1","02","28"
"2020-02-28","California","2.40870090","0.00","0.00","0.00","0.00","0.00","3","2020","2","2020","1","02","28"
"2020-02-28","South Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","12","2020","2","2020","1","02","28"
"2020-02-27","Rhode Island","2.40870090","0.00","0.00","0.00","0.00","0.00","11","2020","2","2020","1","02","27"
"2020-02-27","Arkansas","2.40870090","0.00","0.00","0.00","0.00","0.00","2","2020","2","2020","1","02","27"
"2020-02-27","Arizona","2.40870090","0.00","0.00","0.00","0.00","0.00","1","2020","2","2020","1","02","27"
"2020-02-27","New York","2.40870090","0.00","0.00","0.00","0.00","0.00","8","2020","2","2020","1","02","27"
"2020-02-27","Virgin Islands","2.40870090","63216840.30","0.00","0.00","609077.93","0.00","13","2020","2","2020","1","02","27"
"2020-02-27","North Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","9","2020","2","2020","1","02","27"
"2020-02-27","Delaware","2.40870090","0.00","0.00","0.00","0.00","0.00","5","2020","2","2020","1","02","27"
"2020-02-27","California","2.40870090","0.00","0.00","0.00","0.00","0.00","3","2020","2","2020","1","02","27"
"2020-02-27","Indiana","2.40870090","0.00","0.00","0.00","0.00","0.00","6","2020","2","2020","1","02","27"
"2020-02-27","Ohio","2.40870090","0.00","0.00","0.00","0.00","0.00","10","2020","2","2020","1","02","27"
"2020-02-27","South Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","12","2020","2","2020","1","02","27"
"2020-02-27","Kentucky","2.40870090","0.00","0.00","0.00","0.00","0.00","7","2020","2","2020","1","02","27"
"2020-02-27","Connecticut","2.40870090","0.00","0.00","0.00","0.00","0.00","4","2020","2","2020","1","02","27"
"2020-02-26","Delaware","2.40870090","0.00","0.00","0.00","0.00","0.00","5","2020","2","2020","1","02","26"
"2020-02-26","New York","2.40870090","0.00","0.00","0.00","0.00","0.00","8","2020","2","2020","1","02","26"
"2020-02-26","Ohio","2.40870090","0.00","0.00","0.00","0.00","0.00","10","2020","2","2020","1","02","26"
"2020-02-26","South Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","12","2020","2","2020","1","02","26"
"2020-02-26","Virgin Islands","2.40870090","63216840.30","0.00","0.00","604917.55","0.00","13","2020","2","2020","1","02","26"
"2020-02-26","Kentucky","2.40870090","0.00","0.00","0.00","0.00","0.00","7","2020","2","2020","1","02","26"
"2020-02-26","Arizona","2.40870090","0.00","0.00","0.00","0.00","0.00","1","2020","2","2020","1","02","26"
"2020-02-26","California","2.40870090","0.00","0.00","0.00","0.00","0.00","3","2020","2","2020","1","02","26"
"2020-02-26","Indiana","2.40870090","0.00","0.00","0.00","0.00","0.00","6","2020","2","2020","1","02","26"
"2020-02-26","Connecticut","2.40870090","0.00","0.00","0.00","0.00","0.00","4","2020","2","2020","1","02","26"
"2020-02-26","Arkansas","2.40870090","0.00","0.00","0.00","0.00","0.00","2","2020","2","2020","1","02","26"
"2020-02-26","Rhode Island","2.40870090","0.00","0.00","0.00","0.00","0.00","11","2020","2","2020","1","02","26"
"2020-02-26","North Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","9","2020","2","2020","1","02","26"
"2020-02-25","Delaware","2.40870090","0.00","0.00","0.00","0.00","0.00","5","2020","2","2020","1","02","25"
"2020-02-25","South Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","12","2020","2","2020","1","02","25"
"2020-02-25","North Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","9","2020","2","2020","1","02","25"
"2020-02-25","Virgin Islands","2.40870090","63216840.30","0.00","0.00","600757.19","0.00","13","2020","2","2020","1","02","25"
"2020-02-25","Connecticut","2.40870090","0.00","0.00","0.00","0.00","0.00","4","2020","2","2020","1","02","25"
"2020-02-25","Kentucky","2.40870090","0.00","0.00","0.00","0.00","0.00","7","2020","2","2020","1","02","25"
"2020-02-25","Ohio","2.40870090","0.00","0.00","0.00","0.00","0.00","10","2020","2","2020","1","02","25"
"2020-02-25","Indiana","2.40870090","0.00","0.00","0.00","0.00","0.00","6","2020","2","2020","1","02","25"
"2020-02-25","New York","2.40870090","0.00","0.00","0.00","0.00","0.00","8","2020","2","2020","1","02","25"
"2020-02-25","California","2.40870090","0.00","0.00","0.00","0.00","0.00","3","2020","2","2020","1","02","25"
"2020-02-25","Rhode Island","2.40870090","0.00","0.00","0.00","0.00","0.00","11","2020","2","2020","1","02","25"
"2020-02-25","Arkansas","2.40870090","0.00","0.00","0.00","0.00","0.00","2","2020","2","2020","1","02","25"
"2020-02-25","Arizona","2.40870090","0.00","0.00","0.00","0.00","0.00","1","2020","2","2020","1","02","25"
"2020-02-24","North Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","9","2020","2","2020","1","02","24"
"2020-02-24","Arkansas","2.40870090","0.00","0.00","0.00","0.00","0.00","2","2020","2","2020","1","02","24"
"2020-02-24","South Carolina","2.40870090","0.00","0.00","0.00","0.00","0.00","12","2020","2","2020","1","02","24"
"2020-02-24","Delaware","2.40870090","0.00","0.00","0.00","0.00","0.00","5","2020","2","2020","1","02","24"
"2020-02-24","New York","2.40870090","0.00","0.00","0.00","0.00","0.00","8","2020","2","2020","1","02","24"
"2020-02-24","Virgin Islands","2.40870090","63216840.30","0.00","0.00","596596.85","0.00","13","2020","2","2020","1","02","24"
"2020-02-24","California","2.40870090","0.00","0.00","0.00","0.00","0.00","3","2020","2","2020","1","02","24"
"2020-02-24","Arizona","2.40870090","0.00","0.00","0.00","0.00","0.00","1","2020","2","2020","1","02","24"
"2020-02-24","Connecticut","2.40870090","0.00","0.00","0.00","0.00","0.00","4","2020","2","2020","1","02","24"
